author,post,upvotes,downvotes,total reply count,direct reply count,wordcount,posting utc date,posting utc time,posted at (unix timestamp),posted at (utc unix timestamp)
LizzyLemonade,"WAYWT - March 15, 2017",17,0,3,3,149,2017-03-15,17:12:57,1489626777.0,1489597977.0
Litcritter10,"WAYWT - March 15, 2017",16,0,0,0,65,2017-03-15,18:17:36,1489630656.0,1489601856.0
InTheWesternNight,"WAYWT - March 15, 2017",16,0,0,0,51,2017-03-15,18:23:22,1489631002.0,1489602202.0
ediblesprysky,"WAYWT - March 15, 2017",15,0,2,2,82,2017-03-15,21:29:34,1489642174.0,1489613374.0
ruthannr94,"WAYWT - March 15, 2017",41,0,10,7,35,2017-03-15,16:09:34,1489622974.0,1489594174.0
LisaXavier,"WAYWT - March 15, 2017",32,0,4,4,66,2017-03-15,16:49:34,1489625374.0,1489596574.0
lizzybones,"WAYWT - March 15, 2017",27,0,4,3,70,2017-03-15,22:28:00,1489645680.0,1489616880.0
scooby_noob,"WAYWT - March 15, 2017",12,0,0,0,118,2017-03-15,18:02:50,1489629770.0,1489600970.0
kinasekinase,"WAYWT - March 15, 2017",12,0,1,1,91,2017-03-15,16:14:39,1489623279.0,1489594479.0
puppycate,"WAYWT - March 15, 2017",12,0,2,2,83,2017-03-15,17:05:23,1489626323.0,1489597523.0
zuccinimuggle,"WAYWT - March 15, 2017",13,0,5,5,90,2017-03-15,23:31:20,1489649480.0,1489620680.0
gutterLamb,"WAYWT - March 15, 2017",27,0,6,1,13,2017-03-15,20:10:26,1489637426.0,1489608626.0
_space_pants_,"WAYWT - March 15, 2017",11,0,2,1,74,2017-03-15,18:41:26,1489632086.0,1489603286.0
musicnalgebra,"WAYWT - March 15, 2017",12,0,2,1,22,2017-03-15,19:29:32,1489634972.0,1489606172.0
dammitannie,"WAYWT - March 15, 2017",11,0,0,0,34,2017-03-15,19:06:56,1489633616.0,1489604816.0
thecurvynerd,"WAYWT - March 15, 2017",34,0,6,4,65,2017-03-15,16:03:43,1489622623.0,1489593823.0
HelloSwede,"WAYWT - March 15, 2017",17,0,5,2,67,2017-03-15,18:25:26,1489631126.0,1489602326.0
robotgwen,"WAYWT - March 15, 2017",7,0,8,3,148,2017-03-15,16:58:35,1489625915.0,1489597115.0
kcwashere,"WAYWT - March 15, 2017",13,0,3,2,22,2017-03-15,21:52:45,1489643565.0,1489614765.0
WiseacreSlugabed,"WAYWT - March 15, 2017",5,0,5,2,85,2017-03-15,16:23:16,1489623796.0,1489594996.0
,"WAYWT - March 15, 2017",5,0,1,1,1,2017-03-15,18:39:09,1489631949.0,1489603149.0
undercoverofbranches,"WAYWT - March 15, 2017",5,0,2,1,64,2017-03-15,18:29:59,1489631399.0,1489602599.0
,"WAYWT - March 15, 2017",7,0,2,1,1,2017-03-16,22:19:25,1489731565.0,1489702765.0
,"WAYWT - March 15, 2017",-3,0,2,1,1,2017-03-16,18:16:39,1489716999.0,1489688199.0
,"WAYWT - March 15, 2017",-7,0,1,1,1,2017-03-16,00:25:34,1489652734.0,1489623934.0
saphydoodle,"WAYWT - March 12, 2017",116,0,15,8,37,2017-03-12,18:43:25,1489373005.0,1489344205.0
full_boyle,"WAYWT - March 12, 2017",68,0,10,5,150,2017-03-12,16:37:07,1489365427.0,1489336627.0
,"WAYWT - March 12, 2017",53,0,4,2,1,2017-03-12,17:58:28,1489370308.0,1489341508.0
sohungy,"WAYWT - March 12, 2017",55,0,3,2,33,2017-03-12,19:01:37,1489374097.0,1489345297.0
chaosintejas,"WAYWT - March 12, 2017",53,0,10,5,204,2017-03-12,16:17:11,1489364231.0,1489335431.0
rudie2rt,"WAYWT - March 12, 2017",48,0,16,7,101,2017-03-12,17:48:40,1489369720.0,1489340920.0
SusannaCarmichael,"WAYWT - March 12, 2017",87,0,22,8,58,2017-03-12,16:12:34,1489363954.0,1489335154.0
tuliphaze,"WAYWT - March 12, 2017",41,0,6,3,180,2017-03-12,18:26:14,1489371974.0,1489343174.0
TwoSizes,"WAYWT - March 12, 2017",40,0,1,1,50,2017-03-12,22:53:49,1489388029.0,1489359229.0
BlueSpiritBlues,"WAYWT - March 12, 2017",79,0,11,5,150,2017-03-12,20:47:45,1489380465.0,1489351665.0
piggypurple,"WAYWT - March 12, 2017",38,0,10,5,252,2017-03-12,19:02:56,1489374176.0,1489345376.0
coffee_for_dinner,"WAYWT - March 12, 2017",35,0,6,3,89,2017-03-12,21:06:31,1489381591.0,1489352791.0
heyyogagirl,"WAYWT - March 12, 2017",31,0,8,3,177,2017-03-12,18:08:02,1489370882.0,1489342082.0
-beyonce-,"WAYWT - March 12, 2017",30,0,3,3,27,2017-03-12,18:26:34,1489371994.0,1489343194.0
always-_-sleepy,"WAYWT - March 12, 2017",30,0,1,1,42,2017-03-13,01:38:53,1489397933.0,1489369133.0
ModestMalka,"WAYWT - March 12, 2017",61,0,10,3,35,2017-03-12,17:10:21,1489367421.0,1489338621.0
sp00pymulder,"WAYWT - March 12, 2017",29,0,4,1,108,2017-03-12,23:50:25,1489391425.0,1489362625.0
tamberra,"WAYWT - March 12, 2017",25,0,6,3,79,2017-03-12,23:57:47,1489391867.0,1489363067.0
kcwashere,"WAYWT - March 12, 2017",52,0,11,5,67,2017-03-12,16:27:21,1489364841.0,1489336041.0
sheena2015,"WAYWT - March 12, 2017",21,0,4,2,24,2017-03-13,00:50:11,1489395011.0,1489366211.0
Vickstah,"WAYWT - March 12, 2017",22,0,4,2,1,2017-03-14,00:57:00,1489481820.0,1489453020.0
YugZapad,"WAYWT - March 12, 2017",21,0,7,3,50,2017-03-12,17:22:17,1489368137.0,1489339337.0
AryaTS,"WAYWT - March 12, 2017",20,0,1,1,55,2017-03-12,22:54:24,1489388064.0,1489359264.0
bikinikills,"WAYWT - March 12, 2017",17,0,11,5,185,2017-03-12,16:57:03,1489366623.0,1489337823.0
,"WAYWT - March 12, 2017",16,0,4,2,120,2017-03-12,20:02:06,1489377726.0,1489348926.0
ratioyouknow,"WAYWT - March 12, 2017",34,0,9,5,62,2017-03-12,16:17:14,1489364234.0,1489335434.0
molequeen,"WAYWT - March 12, 2017",36,0,9,4,23,2017-03-12,17:21:21,1489368081.0,1489339281.0
bearmouth,"WAYWT - March 12, 2017",33,0,5,2,79,2017-03-12,17:56:19,1489370179.0,1489341379.0
w0nd3rlust,"WAYWT - March 12, 2017",15,0,2,1,104,2017-03-12,18:32:30,1489372350.0,1489343550.0
Hoosiergirl29,"WAYWT - March 12, 2017",26,0,2,1,23,2017-03-12,19:17:36,1489375056.0,1489346256.0
,"WAYWT - March 12, 2017",23,0,1,1,1,2017-03-12,20:25:24,1489379124.0,1489350324.0
okaydolore,"WAYWT - March 12, 2017",23,0,0,0,56,2017-03-12,18:42:09,1489372929.0,1489344129.0
xomandark,"WAYWT - March 12, 2017",20,0,4,2,48,2017-03-12,16:16:19,1489364179.0,1489335379.0
kioshy,"WAYWT - March 12, 2017",10,0,2,2,25,2017-03-12,16:38:33,1489365513.0,1489336713.0
ryer123,"WAYWT - March 12, 2017",10,0,3,1,153,2017-03-12,23:48:57,1489391337.0,1489362537.0
Gabwielle,"WAYWT - March 12, 2017",42,0,15,2,50,2017-03-12,16:03:34,1489363414.0,1489334614.0
Coconutty1201,"WAYWT - March 12, 2017",7,0,8,1,174,2017-03-13,03:31:22,1489404682.0,1489375882.0
ediblesprysky,"WAYWT - March 12, 2017",11,0,0,0,82,2017-03-13,04:00:52,1489406452.0,1489377652.0
,"WAYWT - March 12, 2017",7,0,2,1,1,2017-03-13,15:44:21,1489448661.0,1489419861.0
railaway,"WAYWT - March 12, 2017",9,0,3,3,75,2017-03-12,17:48:38,1489369718.0,1489340918.0
NovaHooker,"WAYWT - March 12, 2017",2,0,0,0,141,2017-03-12,23:24:14,1489389854.0,1489361054.0
shercocked,"WAYWT - March 08, 2017",63,0,15,6,63,2017-03-08,16:51:09,1489020669.0,1488991869.0
sarahaw13,"WAYWT - March 08, 2017",51,0,10,5,41,2017-03-08,16:55:26,1489020926.0,1488992126.0
ratchette,"WAYWT - March 08, 2017",51,0,5,3,24,2017-03-08,19:16:06,1489029366.0,1489000566.0
muzzyhoo92,"WAYWT - March 08, 2017",47,0,5,3,16,2017-03-08,16:16:32,1489018592.0,1488989792.0
TwoSizes,"WAYWT - March 08, 2017",42,0,5,3,40,2017-03-08,18:28:41,1489026521.0,1488997721.0
Womanofthesun,"WAYWT - March 08, 2017",43,0,6,5,29,2017-03-08,22:00:10,1489039210.0,1489010410.0
,"WAYWT - March 08, 2017",77,0,7,7,1,2017-03-08,16:06:07,1489017967.0,1488989167.0
kcwashere,"WAYWT - March 08, 2017",36,0,11,5,112,2017-03-08,16:55:45,1489020945.0,1488992145.0
burgerfingaz,"WAYWT - March 08, 2017",36,0,4,3,35,2017-03-08,18:16:00,1489025760.0,1488996960.0
ImHereToBlowSunshine,"WAYWT - March 08, 2017",38,0,1,1,116,2017-03-08,20:16:53,1489033013.0,1489004213.0
BlueSpiritBlues,"WAYWT - March 08, 2017",69,0,15,8,125,2017-03-08,20:20:37,1489033237.0,1489004437.0
hand2handwombat,"WAYWT - March 08, 2017",31,0,1,1,70,2017-03-08,16:46:25,1489020385.0,1488991585.0
alloleo,"WAYWT - March 08, 2017",34,0,8,4,106,2017-03-08,18:05:05,1489025105.0,1488996305.0
Gabwielle,"WAYWT - March 08, 2017",56,0,4,2,89,2017-03-08,17:07:47,1489021667.0,1488992867.0
villonious,"WAYWT - March 08, 2017",26,0,3,2,37,2017-03-08,16:04:42,1489017882.0,1488989082.0
,"WAYWT - March 08, 2017",25,0,5,3,147,2017-03-08,16:14:56,1489018496.0,1488989696.0
puppycate,"WAYWT - March 08, 2017",26,0,4,2,30,2017-03-08,19:26:08,1489029968.0,1489001168.0
LisaXavier,"WAYWT - March 08, 2017",42,0,6,4,64,2017-03-08,16:17:17,1489018637.0,1488989837.0
hopia89,"WAYWT - March 08, 2017",47,0,9,5,90,2017-03-08,17:25:50,1489022750.0,1488993950.0
psyche_of_frogs,"WAYWT - March 08, 2017",45,0,6,5,21,2017-03-08,18:45:59,1489027559.0,1488998759.0
scooby_noob,"WAYWT - March 08, 2017",22,0,3,3,98,2017-03-08,17:30:01,1489023001.0,1488994201.0
musicnalgebra,"WAYWT - March 08, 2017",18,0,0,0,43,2017-03-08,16:16:16,1489018576.0,1488989776.0
123zinnie,"WAYWT - March 08, 2017",21,0,5,2,16,2017-03-08,21:32:14,1489037534.0,1489008734.0
firstthingmonday,"WAYWT - March 08, 2017",19,0,5,3,26,2017-03-08,16:31:35,1489019495.0,1488990695.0
anomalin,"WAYWT - March 08, 2017",19,0,6,3,32,2017-03-08,17:48:50,1489024130.0,1488995330.0
Nerija,"WAYWT - March 08, 2017",19,0,3,2,89,2017-03-08,18:56:57,1489028217.0,1488999417.0
super_cheeky,"WAYWT - March 08, 2017",43,0,7,3,21,2017-03-08,16:22:37,1489018957.0,1488990157.0
imogenimpulse,"WAYWT - March 08, 2017",17,0,8,3,79,2017-03-08,16:56:44,1489021004.0,1488992204.0
catherine_wheel,"WAYWT - March 08, 2017",16,0,4,3,44,2017-03-08,16:53:00,1489020780.0,1488991980.0
sheena2015,"WAYWT - March 08, 2017",16,0,12,5,81,2017-03-08,17:15:10,1489022110.0,1488993310.0
bikinikills,"WAYWT - March 08, 2017",15,0,4,2,62,2017-03-08,17:17:34,1489022254.0,1488993454.0
kinasekinase,"WAYWT - March 08, 2017",15,0,2,2,73,2017-03-08,18:24:53,1489026293.0,1488997493.0
CarinHBrander,"WAYWT - March 08, 2017",42,0,4,4,83,2017-03-08,18:34:29,1489026869.0,1488998069.0
jsage21,"WAYWT - March 08, 2017",14,0,2,2,48,2017-03-08,17:59:57,1489024797.0,1488995997.0
AshleeMara00,"WAYWT - March 08, 2017",15,0,6,3,40,2017-03-08,23:33:23,1489044803.0,1489016003.0
ottaline_gambol,"WAYWT - March 08, 2017",28,0,7,4,83,2017-03-08,17:01:33,1489021293.0,1488992493.0
charity1021,"WAYWT - March 08, 2017",32,0,4,2,49,2017-03-08,22:14:35,1489040075.0,1489011275.0
lizzybones,"WAYWT - March 08, 2017",30,0,4,2,40,2017-03-08,22:28:05,1489040885.0,1489012085.0
tehbetty,"WAYWT - March 08, 2017",13,0,5,2,64,2017-03-08,18:16:13,1489025773.0,1488996973.0
robotgwen,"WAYWT - March 08, 2017",12,0,10,4,59,2017-03-08,17:57:50,1489024670.0,1488995870.0
roogermooger,"WAYWT - March 08, 2017",28,0,8,4,48,2017-03-08,18:31:15,1489026675.0,1488997875.0
swordsandspikes,"WAYWT - March 08, 2017",25,0,4,2,41,2017-03-08,21:11:53,1489036313.0,1489007513.0
erratic_static,"WAYWT - March 08, 2017",20,0,9,5,31,2017-03-08,17:07:46,1489021666.0,1488992866.0
w0nd3rlust,"WAYWT - March 08, 2017",21,0,6,6,68,2017-03-08,18:35:57,1489026957.0,1488998157.0
facethrowaway47,"WAYWT - March 08, 2017",9,0,3,3,115,2017-03-08,16:51:56,1489020716.0,1488991916.0
punk_ass_,"WAYWT - March 08, 2017",12,0,4,2,28,2017-03-09,07:46:44,1489074404.0,1489045604.0
redreplicant,"WAYWT - March 08, 2017",19,0,5,3,67,2017-03-08,17:25:04,1489022704.0,1488993904.0
coffee_for_dinner,"WAYWT - March 08, 2017",19,0,3,2,94,2017-03-08,21:00:48,1489035648.0,1489006848.0
cikayelle,"WAYWT - March 08, 2017",11,0,2,2,53,2017-03-09,08:01:32,1489075292.0,1489046492.0
cusekyi,"WAYWT - March 08, 2017",7,0,4,2,315,2017-03-08,16:26:40,1489019200.0,1488990400.0
undercoverofbranches,"WAYWT - March 08, 2017",9,0,0,0,16,2017-03-08,19:50:19,1489031419.0,1489002619.0
HelloSwede,"WAYWT - March 08, 2017",22,0,18,8,51,2017-03-08,16:50:47,1489020647.0,1488991847.0
twoblueshoes,"WAYWT - March 08, 2017",6,0,4,2,138,2017-03-08,16:41:35,1489020095.0,1488991295.0
SatansGroupie,"WAYWT - March 08, 2017",6,0,4,1,179,2017-03-08,23:03:14,1489042994.0,1489014194.0
LizzyLemonade,"WAYWT - March 08, 2017",12,0,2,1,140,2017-03-08,16:58:37,1489021117.0,1488992317.0
Litcritter10,"WAYWT - March 08, 2017",10,0,6,4,123,2017-03-08,19:15:20,1489029320.0,1489000520.0
railaway,"WAYWT - March 08, 2017",5,0,2,2,29,2017-03-09,14:06:33,1489097193.0,1489068393.0
WiseacreSlugabed,"WAYWT - March 08, 2017",8,0,2,2,54,2017-03-08,16:41:14,1489020074.0,1488991274.0
pigby411,"WAYWT - March 08, 2017",9,0,4,2,27,2017-03-10,00:07:37,1489133257.0,1489104457.0
heyyogagirl,"WAYWT - March 08, 2017",14,0,7,3,119,2017-03-09,03:14:15,1489058055.0,1489029255.0
,"WAYWT - March 08, 2017",5,0,1,1,1,2017-03-08,16:50:01,1489020601.0,1488991801.0
JasmineN93,"WAYWT - March 08, 2017",-2,0,12,3,35,2017-03-08,21:54:38,1489038878.0,1489010078.0
ahrieru,"WAYWT - March 05, 2017",93,0,10,4,18,2017-03-05,19:43:38,1488771818.0,1488743018.0
-beyonce-,"WAYWT - March 05, 2017",69,0,5,3,30,2017-03-05,17:04:12,1488762252.0,1488733452.0
hopia89,"WAYWT - March 05, 2017",63,0,8,4,79,2017-03-05,17:49:40,1488764980.0,1488736180.0
muzzyhoo92,"WAYWT - March 05, 2017",116,0,10,5,18,2017-03-05,16:16:25,1488759385.0,1488730585.0
cikayelle,"WAYWT - March 05, 2017",105,0,9,2,10,2017-03-05,20:34:01,1488774841.0,1488746041.0
ratioyouknow,"WAYWT - March 05, 2017",51,0,7,5,74,2017-03-05,16:17:10,1488759430.0,1488730630.0
bean-sprout,"WAYWT - March 05, 2017",101,0,12,7,149,2017-03-05,19:14:48,1488770088.0,1488741288.0
,"WAYWT - March 05, 2017",45,0,4,4,1,2017-03-05,16:24:07,1488759847.0,1488731047.0
SusannaCarmichael,"WAYWT - March 05, 2017",95,0,9,4,34,2017-03-05,16:36:57,1488760617.0,1488731817.0
ceruleanmuse,"WAYWT - March 05, 2017",161,0,20,9,67,2017-03-05,16:55:46,1488761746.0,1488732946.0
stephamelon,"WAYWT - March 05, 2017",40,0,3,2,49,2017-03-05,18:19:31,1488766771.0,1488737971.0
lizzybones,"WAYWT - March 05, 2017",42,0,2,2,34,2017-03-05,19:14:21,1488770061.0,1488741261.0
ModestMalka,"WAYWT - March 05, 2017",36,0,13,7,78,2017-03-05,16:04:53,1488758693.0,1488729893.0
ruthannr94,"WAYWT - March 05, 2017",40,0,2,1,11,2017-03-05,17:08:34,1488762514.0,1488733714.0
bikinikills,"WAYWT - March 05, 2017",27,0,10,6,172,2017-03-05,16:14:08,1488759248.0,1488730448.0
MechAngel,"WAYWT - March 05, 2017",25,0,4,2,61,2017-03-05,17:45:54,1488764754.0,1488735954.0
molequeen,"WAYWT - March 05, 2017",29,0,12,4,18,2017-03-05,18:24:47,1488767087.0,1488738287.0
w0nd3rlust,"WAYWT - March 05, 2017",29,0,6,2,139,2017-03-05,18:44:45,1488768285.0,1488739485.0
alderredor,"WAYWT - March 05, 2017",28,0,4,2,33,2017-03-06,02:31:17,1488796277.0,1488767477.0
xomandark,"WAYWT - March 05, 2017",24,0,4,2,43,2017-03-05,17:11:39,1488762699.0,1488733899.0
AryaTS,"WAYWT - March 05, 2017",23,0,2,1,67,2017-03-05,19:23:34,1488770614.0,1488741814.0
,"WAYWT - March 05, 2017",49,0,2,2,1,2017-03-05,16:43:33,1488761013.0,1488732213.0
villonious,"WAYWT - March 05, 2017",50,0,16,5,39,2017-03-05,16:07:32,1488758852.0,1488730052.0
Deiji-,"WAYWT - March 05, 2017",17,0,2,1,150,2017-03-05,16:10:38,1488759038.0,1488730238.0
scooby_noob,"WAYWT - March 05, 2017",19,0,1,1,55,2017-03-05,18:04:46,1488765886.0,1488737086.0
sansserifplz,"WAYWT - March 05, 2017",21,0,1,1,62,2017-03-05,20:26:46,1488774406.0,1488745606.0
twoblueshoes,"WAYWT - March 05, 2017",19,0,5,2,285,2017-03-05,16:12:41,1488759161.0,1488730361.0
,"WAYWT - March 05, 2017",15,0,5,4,54,2017-03-05,17:23:54,1488763434.0,1488734634.0
Gabwielle,"WAYWT - March 05, 2017",63,0,10,5,32,2017-03-05,17:36:28,1488764188.0,1488735388.0
coffee_for_dinner,"WAYWT - March 05, 2017",14,0,2,1,83,2017-03-05,16:28:08,1488760088.0,1488731288.0
caro11,"WAYWT - March 05, 2017",15,0,0,0,63,2017-03-05,17:46:51,1488764811.0,1488736011.0
railaway,"WAYWT - March 05, 2017",12,0,5,2,43,2017-03-05,23:25:55,1488785155.0,1488756355.0
LisaXavier,"WAYWT - March 05, 2017",38,0,8,3,221,2017-03-05,17:52:28,1488765148.0,1488736348.0
,"WAYWT - March 05, 2017",10,0,1,1,1,2017-03-07,02:35:00,1488882900.0,1488854100.0
ediblesprysky,"WAYWT - March 05, 2017",9,0,1,1,97,2017-03-07,02:58:45,1488884325.0,1488855525.0
Scrap-Icon,"WAYWT - March 05, 2017",39,0,2,1,6,2017-03-05,17:11:33,1488762693.0,1488733893.0
robotgwen,"WAYWT - March 05, 2017",17,0,8,4,85,2017-03-05,16:23:57,1488759837.0,1488731037.0
thrashbandic00t,"WAYWT - March 05, 2017",15,0,1,1,23,2017-03-05,16:20:06,1488759606.0,1488730806.0
undercoverofbranches,"WAYWT - March 05, 2017",10,0,6,3,9,2017-03-06,00:18:36,1488788316.0,1488759516.0
,"WAYWT - March 05, 2017",1,0,2,1,1,2017-03-05,18:35:49,1488767749.0,1488738949.0
BlueSpiritBlues,"WAYWT - March 01, 2017",64,0,6,6,146,2017-03-01,20:02:20,1488427340.0,1488398540.0
muzzyhoo92,"WAYWT - March 01, 2017",53,0,7,4,21,2017-03-01,16:57:43,1488416263.0,1488387463.0
always-_-sleepy,"WAYWT - March 01, 2017",83,0,4,4,40,2017-03-01,22:10:54,1488435054.0,1488406254.0
sarahaw13,"WAYWT - March 01, 2017",38,0,8,4,67,2017-03-01,16:45:34,1488415534.0,1488386734.0
mellownyellow,"WAYWT - March 01, 2017",38,0,3,3,62,2017-03-01,19:30:07,1488425407.0,1488396607.0
shercocked,"WAYWT - March 01, 2017",66,0,17,8,144,2017-03-01,16:12:13,1488413533.0,1488384733.0
super_cheeky,"WAYWT - March 01, 2017",67,0,12,8,17,2017-03-01,16:16:50,1488413810.0,1488385010.0
Womanofthesun,"WAYWT - March 01, 2017",33,0,8,4,55,2017-03-01,20:47:48,1488430068.0,1488401268.0
heyyogagirl,"WAYWT - March 01, 2017",31,0,9,4,35,2017-03-01,21:53:12,1488433992.0,1488405192.0
earth_rises,"WAYWT - March 01, 2017",64,0,10,4,33,2017-03-01,16:07:51,1488413271.0,1488384471.0
imogenimpulse,"WAYWT - March 01, 2017",62,0,8,7,256,2017-03-01,17:47:19,1488419239.0,1488390439.0
LizzyLemonade,"WAYWT - March 01, 2017",24,0,2,1,152,2017-03-01,17:17:30,1488417450.0,1488388650.0
w0nd3rlust,"WAYWT - March 01, 2017",29,0,6,6,41,2017-03-01,20:03:28,1488427408.0,1488398608.0
alderredor,"WAYWT - March 01, 2017",27,0,5,4,69,2017-03-01,21:37:26,1488433046.0,1488404246.0
ayiyi,"WAYWT - March 01, 2017",90,0,13,6,96,2017-03-01,16:35:01,1488414901.0,1488386101.0
catsincaves,"WAYWT - March 01, 2017",24,0,1,1,18,2017-03-02,03:34:55,1488454495.0,1488425695.0
puppycate,"WAYWT - March 01, 2017",22,0,3,2,58,2017-03-01,16:50:09,1488415809.0,1488387009.0
fluffyglitterpuppy,"WAYWT - March 01, 2017",24,0,2,1,28,2017-03-01,16:56:40,1488416200.0,1488387400.0
tho_dien,"WAYWT - March 01, 2017",23,0,1,1,42,2017-03-01,18:49:27,1488422967.0,1488394167.0
omiiii,"WAYWT - March 01, 2017",46,0,1,1,131,2017-03-01,16:16:34,1488413794.0,1488384994.0
ottaline_gambol,"WAYWT - March 01, 2017",47,0,10,5,44,2017-03-01,22:10:26,1488435026.0,1488406226.0
scooby_noob,"WAYWT - March 01, 2017",20,0,0,0,83,2017-03-02,13:18:47,1488489527.0,1488460727.0
coffee_for_dinner,"WAYWT - March 01, 2017",39,0,2,1,31,2017-03-01,16:46:24,1488415584.0,1488386784.0
hopia89,"WAYWT - March 01, 2017",42,0,6,3,79,2017-03-01,17:20:30,1488417630.0,1488388830.0
,"WAYWT - March 01, 2017",56,0,4,4,1,2017-03-01,16:21:58,1488414118.0,1488385318.0
markrichtsspraytan,"WAYWT - March 01, 2017",16,0,0,0,58,2017-03-01,21:03:42,1488431022.0,1488402222.0
pikadegallo,"WAYWT - March 01, 2017",34,0,6,3,33,2017-03-01,16:19:30,1488413970.0,1488385170.0
xomandark,"WAYWT - March 01, 2017",35,0,6,4,36,2017-03-01,16:49:15,1488415755.0,1488386955.0
HelloSwede,"WAYWT - March 01, 2017",34,0,8,7,58,2017-03-01,18:14:03,1488420843.0,1488392043.0
catherine_wheel,"WAYWT - March 01, 2017",49,0,13,7,37,2017-03-01,18:08:50,1488420530.0,1488391730.0
gutterLamb,"WAYWT - March 01, 2017",55,0,9,8,62,2017-03-01,17:05:30,1488416730.0,1488387930.0
pdxpython,"WAYWT - March 01, 2017",30,0,4,3,102,2017-03-01,17:50:28,1488419428.0,1488390628.0
thecurvynerd,"WAYWT - March 01, 2017",38,0,4,4,125,2017-03-01,16:21:50,1488414110.0,1488385310.0
burgerfingaz,"WAYWT - March 01, 2017",37,0,6,3,40,2017-03-01,17:51:44,1488419504.0,1488390704.0
ruthannr94,"WAYWT - March 01, 2017",50,0,5,3,18,2017-03-01,16:23:44,1488414224.0,1488385424.0
chaosintejas,"WAYWT - March 01, 2017",26,0,3,3,167,2017-03-01,16:57:28,1488416248.0,1488387448.0
musicnalgebra,"WAYWT - March 01, 2017",23,0,8,4,58,2017-03-01,17:14:22,1488417262.0,1488388462.0
Deiji-,"WAYWT - March 01, 2017",28,0,12,6,49,2017-03-01,17:17:54,1488417474.0,1488388674.0
petrakay,"WAYWT - March 01, 2017",22,0,3,3,58,2017-03-01,18:08:24,1488420504.0,1488391704.0
lizzybones,"WAYWT - March 01, 2017",25,0,3,3,32,2017-03-01,19:49:26,1488426566.0,1488397766.0
LisaXavier,"WAYWT - March 01, 2017",21,0,5,3,61,2017-03-01,21:37:55,1488433075.0,1488404275.0
MechAngel,"WAYWT - March 01, 2017",31,0,6,3,139,2017-03-01,16:44:07,1488415447.0,1488386647.0
domesticenginerd,"WAYWT - March 01, 2017",20,0,9,5,133,2017-03-01,17:41:02,1488418862.0,1488390062.0
railaway,"WAYWT - March 01, 2017",9,0,1,1,28,2017-03-02,03:21:12,1488453672.0,1488424872.0
Stanchion_Excelsior,"WAYWT - March 01, 2017",19,0,3,1,42,2017-03-02,04:19:37,1488457177.0,1488428377.0
snuggle_fish,"WAYWT - March 01, 2017",17,0,3,1,69,2017-03-01,20:56:44,1488430604.0,1488401804.0
ladydi26,"WAYWT - March 01, 2017",21,0,1,1,32,2017-03-01,17:25:40,1488417940.0,1488389140.0
cheshire06898,"WAYWT - March 01, 2017",13,0,8,4,137,2017-03-01,17:26:34,1488417994.0,1488389194.0
WiseacreSlugabed,"WAYWT - March 01, 2017",12,0,8,4,83,2017-03-01,16:44:46,1488415486.0,1488386686.0
Litcritter10,"WAYWT - March 01, 2017",10,0,8,3,112,2017-03-01,16:10:36,1488413436.0,1488384636.0
,"WAYWT - March 01, 2017",4,0,2,2,1,2017-03-01,18:04:05,1488420245.0,1488391445.0
undercoverofbranches,"WAYWT - March 01, 2017",8,0,13,3,19,2017-03-01,19:48:42,1488426522.0,1488397722.0
SusannaCarmichael,"WAYWT - February 26, 2017",93,0,13,6,20,2017-02-26,18:11:32,1488161492.0,1488132692.0
Wasmand,"WAYWT - February 26, 2017",180,0,25,12,93,2017-02-26,17:26:51,1488158811.0,1488130011.0
somethings_nothings,"WAYWT - February 26, 2017",56,0,8,7,18,2017-02-26,17:50:14,1488160214.0,1488131414.0
sohungy,"WAYWT - February 26, 2017",104,0,15,9,120,2017-02-26,17:58:24,1488160704.0,1488131904.0
kcwashere,"WAYWT - February 26, 2017",48,0,6,3,41,2017-02-26,18:29:04,1488162544.0,1488133744.0
coffee_for_dinner,"WAYWT - February 26, 2017",44,0,5,3,76,2017-02-26,19:38:42,1488166722.0,1488137922.0
lizzybones,"WAYWT - February 26, 2017",36,0,4,3,26,2017-02-26,18:23:01,1488162181.0,1488133381.0
Em3PO,"WAYWT - February 26, 2017",38,0,1,1,71,2017-02-26,21:38:09,1488173889.0,1488145089.0
Nerija,"WAYWT - February 26, 2017",37,0,1,1,60,2017-02-26,21:38:18,1488173898.0,1488145098.0
villonious,"WAYWT - February 26, 2017",66,0,10,5,20,2017-02-26,17:11:02,1488157862.0,1488129062.0
-beyonce-,"WAYWT - February 26, 2017",34,0,5,3,25,2017-02-26,18:53:20,1488164000.0,1488135200.0
LisaXavier,"WAYWT - February 26, 2017",30,0,1,1,59,2017-02-26,19:37:38,1488166658.0,1488137858.0
catsincaves,"WAYWT - February 26, 2017",35,0,4,2,44,2017-02-27,02:43:41,1488192221.0,1488163421.0
muzzyhoo92,"WAYWT - February 26, 2017",76,0,6,3,39,2017-02-26,16:36:58,1488155818.0,1488127018.0
cinnamon23,"WAYWT - February 26, 2017",25,0,2,2,49,2017-02-26,17:07:32,1488157652.0,1488128852.0
chloedawg,"WAYWT - February 26, 2017",25,0,1,1,6,2017-02-26,19:03:26,1488164606.0,1488135806.0
w0nd3rlust,"WAYWT - February 26, 2017",23,0,3,2,49,2017-02-26,19:06:02,1488164762.0,1488135962.0
